a_comisión a_comisión RG I
a_como_de_lugar a_como_de_lugar RG I
a_condición_de a_condición_de SPS00 I
a_consecuencia_de a_consecuencia_de SPS00 I
a_continuación_de a_continuación_de SPS00 I
a_contrahílo a_contrahílo RG I
a_contralecho a_contralecho RG I
a_contramano a_contramano RG I
a_contrapelo a_contrapelo RG I
a_contrapié a_contrapié RG I
a_contra_reloj a_contra_reloj RG I
a_corazón_abierto a_corazón_abierto RG I
a_cordel a_cordel RG I
a_coro a_coro RG I
a_costillas a_costillas RG I
a_coxcojilla a_coxcojilla RG I
a_cruz_y_escuadra a_cruz_y_escuadra RG I
<acta>_de_nacimiento acta_de_nacimiento $1:NC I
<acta>_<final> acta_final $1:NC I
<actividad>_<artística> actividad_artística $1:NC I
<actividad>_<económica> actividad_económica $1:NC I
<actividad>_<empresarial> actividad_empresarial $1:NC I
actividades_a_el_aire_libre actividades_al_aire_libre NCFP000 I
<actividad>_<extraescolar> actividad_extraescolar $1:NC I
<actividad>_<financiera> actividad_financiera $1:NC I
<actividad>_<humana> actividad_humana $1:NC I
<actividad>_<industrial> actividad_industrial $1:NC I
<actividad>_<pesquera> actividad_pesquera $1:NC I
<acto>_<administrativo> acto_administrativo $1:NC I
<acto>_<impugnado> acto_impugnado $1:NC I
<acto>_<jurídico> acto_jurídico $1:NC I
<actuación>_<administrativa> actuación_administrativa $1:NC I
<actuación>_<judicial> actuación_judicial $1:NC I
a_cuál_más a_cuál_más RG I
a_cuatro_patas a_cuatro_patas RG I
a_cuatro_pies a_cuatro_pies RG I
a_cubos a_cubos RG I
a_cuenta_de a_cuenta_de SPS00 I
<acuerdo>_de_paz acuerdo_de_paz $1:NC I
<acuerdo>_<internacional> acuerdo_internacional $1:NC I
a_cuerpo_de_rey a_cuerpo_de_rey RG I
a_cuerpo_descubierto a_cuerpo_descubierto RG I
además_de además_de SPS00 I
a_dentelladas a_dentelladas RG I
a_dentro a_dentro RG I
a_desmano a_desmano RG I
a_despecho a_despecho RG I
a_despecho_de a_despecho_de SPS00 I
a_destajo a_destajo RG I
a_destiempo a_destiempo RG I
ad_hoc ad_hoc RG I
a_diario a_diario RG I
a_dicho_efecto a_dicho_efecto RG I
a_diferencia_de a_diferencia_de SPS00 I
ad_interim ad_interim RG I
a_disgusto a_disgusto RG I
a_distinción_de a_distinción_de SPS00 I
ad_lib ad_lib RG I
ad_libitum ad_libitum RG I
ad_litem ad_litem RG I
ad_litteram ad_litteram RG I
<administración>_<civil> administración_civil $1:NC I
<administración>_de_el_estado administración_del_estado $1:NC I
<administración>_<educativa> administración_educativa $1:NC I
<administración>_<general> administración_general $1:NC I
<administración>_<municipal> administración_municipal $1:NC I
a_donde a_donde RG I
a_dos_dedos_de a_dos_dedos_de SPS00 I
a_dos_haces a_dos_haces RG I
a_dos_manos a_dos_manos RG I
ad_quadrantum ad_quadrantum RG I
ad_triangulum ad_triangulum RG I
a_dúo a_dúo RG I
a_duras_penas a_duras_penas RG I
ad_valorem ad_valorem RG I
a_efecto_de a_efecto_de SPS00 I
a_efectos_de a_efectos_de SPS00 I
a_empellones a_empellones RG I
<aeropuerto>_<internacional> aeropuerto_internacional $1:NC I
a_escape a_escape RG I
a_escondidas a_escondidas RG I
a_escondidillas a_escondidillas RG I
a_escote a_escote RG I
a_escuadra a_escuadra RG I
a_escusa a_escusa RG I
a_escusas a_escusas RG I
a_eso_de a_eso_de SPS00 I
a_espaldas_de a_espaldas_de SPS00 I
a_espeta_perro a_espeta_perro RG I
a_espinapez a_espinapez RG I
a_espuertas a_espuertas RG I
a_excepción_de a_excepción_de SPS00 I
a_expensas a_expensas RG I
a_expensas_de a_expensas_de SPS00 I
a_fanegadas a_fanegadas RG I
a_favor_de a_favor_de SPS00 I
a_fin_de a_fin_de SPS00 I
a_fin_de_cuentas a_fin_de_cuentas RG I
a_fines_de a_fines_de SPS00 I
a_flor_de_agua a_flor_de_agua RG I
a_flor_de_piel a_flor_de_piel RG I
a_flote a_flote RG I
a_fortiori a_fortiori RG I
a_fuego_lento a_fuego_lento RG I
a_fuerza_de a_fuerza_de SPS00 I
a_gachas a_gachas RG I
a_gatas a_gatas RG I
<agencia>_de_protección_de_datos agencia_de_protección_de_datos $1:NC I
<agencia>_de_viajes agencia_de_viajes $1:NC I
agencia_espacial_europea agencia_espacial_europea NCFS000 I
<agenda>_<electrónica> agenda_electrónica $1:NC I
<agente>_<social> agentes_sociales $1:NC I
a_gogó a_gogó RG I
a_grandes_rasgos a_grandes_rasgos RG I
a_granel a_granel RG I
a_graves_penas a_graves_penas RG I
<agresión>_<sexual> agresión_sexual $1:NC I
agua_destilada agua_destilada NCFS000 I
agua_dulce agua_dulce NCFS000 I
aguas_continentales aguas_continentales NCFP000 I
aguas_pluviales aguas_pluviales NCFP000 I
aguas_territoriales aguas_territoriales NCFP000 I
<agua>_<subterránea> agua_subterránea $1:NC I
<agua>_<superficial> agua_superficial $1:NC I
a_guisa_de a_guisa_de SPS00 I
ahí_es_nada ahí_es_nada RG I
ahí_le_duele ahí_le_duele RG I
a_hito a_hito RG I
ahora_bien ahora_bien RG I
a_horcajadas a_horcajadas RG I
a_hurtadillas a_hurtadillas RG I
aire_puro aire_puro NCMS000 I
<aislamiento>_<térmico> aislamiento_térmico $1:NC I
a_jarros a_jarros RG I
a_jornal a_jornal RG I
a_junta_continua a_junta_continua RG I
a_juzgar_como a_juzgar_como RG I
a_juzgar_por a_juzgar_por SPS00 I
a_la_bartola a_la_bartola RG I
a_el_abrigo_de al_abrigo_de SPS00 I
a_la_buena_ventura a_la_buena_ventura RG I
a_la_busca_de a_la_busca_de SPS00 I
a_la_chita_callando a_la_chita_callando RG I
a_la_cola a_la_cola RG I
a_la_espera_de a_la_espera_de SPS00 I
a_la_funerala a_la_funerala RG I
a_la_inversa a_la_inversa RG I
a_el_alcance_de_la_mano al_alcance_de_la_mano RG I
a_el_alimón al_alimón RG I
a_la_manera_de a_la_manera_de SPS00 I
a_la_mano_de_Dios a_la_mano_de_Dios RG I
a_la_mitad_de a_la_mitad_de SPS00 I
a_la_morisma a_la_morisma RG I
a_la_mujeriega a_la_mujeriega RG I
a_el_apa al_apa RG I
a_la_papillote a_la_papillote RG I
a_la_parrilla a_la_parrilla RG I
a_la_pata_coja a_la_pata_coja RG I
a_la_pata_llana a_la_pata_llana RG I
a_la_paz_de_Dios a_la_paz_de_Dios RG I
a_la_pendura a_la_pendura RG I
a_la_perfección a_la_perfección RG I
a_lápiz a_lápiz RG I
a_la_primera_de_cambio a_la_primera_de_cambio RG I
a_largas_marchas a_largas_marchas RG I
a_la_ronza a_la_ronza RG I
a_las_calladas a_las_calladas RG I
a_la_siga_de a_la_siga_de SPS00 I
a_la_sirga a_la_sirga RG I
a_las_mil_maravillas a_las_mil_maravillas RG I
a_la_sopa_boba a_la_sopa_boba RG I
a_las_primeras_de_cambio a_las_primeras_de_cambio RG I
a_las_puertas_de_la_muerte a_las_puertas_de_la_muerte RG I
a_las_veces a_las_veces RG I
a_lata_por_canal a_lata_por_canal RG I
a_la_tentaruja a_la_tentaruja RG I
a_la_tirolesa a_la_tirolesa RG I
a_la_usanza_de a_la_usanza_de SPS00 I
a_el_avemaría al_avemaría RG I
a_la_vez a_la_vez RG I
a_la_vez_que a_la_vez_que CS I
a_la_vuelta_de a_la_vuelta_de SPS00 I
a_la_zona_de a_la_zona_de SPS00 I
a_el_bies al_bies RG I
a_el_cabo_de al_cabo_de SPS00 I
alcaldía_mayor alcaldía_mayor NCFS000 I
a_el_calor_de al_calor_de SPS00 I
a_el_carboncillo al_carboncillo RG I
a_el_cargo_de al_cargo_de SPS00 I
a_el_centro_de al_centro_de SPS00 I
a_el_chas_chas al_chas_chas RG I
a_el_cien_por_cien al_cien_por_cien RG I
a_el_cierre_de_el_ejercicio al_cierre_del_ejercicio RG I
a_el_clarear_el_día al_clarear_el_día RG I
alcohol_etílico alcohol_etílico NCMS000 I
a_el_compás_de al_compás_de SPS00 I
a_el_conjuro_de al_conjuro_de SPS00 I
a_el_correr_de_la_pluma al_correr_de_la_pluma RG I
a_el_correr_de_el_tiempo al_correr_del_tiempo RG I
a_el_decir_de al_decir_de SPS00 I
a_el_derredor_de al_derredor_de SPS00 I
a_el_desbarate al_desbarate RG I
a_el_descuido_y_con_cuidado al_descuido_y_con_cuidado RG I
a_el_desgaire al_desgaire RG I
a_el_detall al_detall RG I
a_legua a_legua RG I
a_leguas a_leguas RG I
a_el_estricote al_estricote RG I
a_el_filo_de al_filo_de SPS00 I
a_el_filo_de_mediodía al_filo_de_mediodía RG I
a_el_fin_de_la_jornada al_fin_de_la_jornada RG I
a_el_fin_y_a_la_postre al_fin_y_a_la_postre RG I
a_el_fin_y_a_el_cabo al_fin_y_al_cabo RG I
a_el_frente_de al_frente_de SPS00 I
a_el_gratén al_gratén RG I
a_el_grill al_grill RG I
alguna_que_otra_vez alguna_que_otra_vez RG I
algunas_veces algunas_veces RG I
alguno_que_otro alguno_que_otro RG I
a_el_gusto_de al_gusto_de SPS00 I
a_el_hilo al_hilo RG I
a_el_hilo_de_el_viento al_hilo_del_viento RG I
a_el_hilo_de_mediodía al_hilo_de_mediodía RG I
<alianza>_<estratégica> alianza_estratégica $1:NC I
a_libre_plática a_libre_plática RG I
a_el_igual_que al_igual_que CS I
a_línea_tirada a_línea_tirada RG I
a_el_interior_de al_interior_de SPS00 I
allá_se_andan allá_se_andan RG I
allá_se_las_avenga allá_se_las_avenga RG I
allá_se_las_componga allá_se_las_componga RG I
allá_se_las_haya allá_se_las_haya RG I
allá_se_las_hayan allá_se_las_hayan RG I
allá_se_van allá_se_van RG I
allende_de allende_de SPS00 I
a_el_libre_albedrío al_libre_albedrío RG I
a_el_lucero_de_el_alba al_lucero_del_alba RG I
<alma>_<humana> alma_humana $1:NC I
a_el_mejor_tiempo al_mejor_tiempo RG I
a_el_modo_de al_modo_de SPS00 I
a_lo_ancho_de a_lo_ancho_de SPS00 I
a_lo_bestia a_lo_bestia RG I
a_el_objeto_de al_objeto_de SPS00 I
a_lo_discreto a_lo_discreto RG I
a_lo_garçon a_lo_garçon RG I
a_lo_grande a_lo_grande RG I
a_lo_largo_y_a_lo_ancho a_lo_largo_y_a_lo_ancho RG I
a_lo_largo_y_ancho_de a_lo_largo_y_ancho_de SPS00 I
a_lo_lejos a_lo_lejos RG I
a_lo_loco a_lo_loco RG I
a_el_olor_de al_olor_de SPS00 I
a_lo_más a_lo_más RG I
a_lomo a_lomo RG I
a_lo_moderno a_lo_moderno RG I
a_lomos a_lomos RG I
a_lo_que_parece a_lo_que_parece RG I
a_lo_que_salga a_lo_que_salga RG I
a_los_cuatro_vientos a_los_cuatro_vientos RG I
a_los_piques a_los_piques RG I
a_lo_sumo a_lo_sumo RG I
a_lo_tonto a_lo_tonto RG I
a_el_paño al_paño RG I
a_el_par_que al_par_que CS I
a_el_paso_que al_paso_que CS I
a_el_pie_de_fábrica al_pie_de_fábrica RG I
a_el_pie_de_la_cuesta al_pie_de_la_cuesta RG I
a_el_pie_de_la_letra al_pie_de_la_letra RG I
a_el_pie_de_la_obra al_pie_de_la_obra RG I
a_el_poco_rato al_poco_rato RG I
a_el_por_mayor al_por_mayor RG I
a_el_por_menor al_por_menor RG I
a_el_primer_envite al_primer_envite RG I
a_el_primer_folio al_primer_folio RG I
a_el_primer_gallo al_primer_gallo RG I
a_el_primer_golpe_de_vista al_primer_golpe_de_vista RG I
a_el_primer_impulso al_primer_impulso RG I
a_el_punto_que al_punto_que CS I
a_el_rape al_rape RG I
a_el_raso al_raso RG I
a_el_rededor al_rededor RG I
a_el_retortero al_retortero RG I
a_el_rojo_blanco al_rojo_blanco RG I
a_el_rojo_cereza al_rojo_cereza RG I
a_el_sesgo al_sesgo RG I
a_el_socaire al_socaire RG I
a_el_socaire_de al_socaire_de SPS00 I
a_el_tanto_de al_tanto_de SPS00 I
altar_mayor altar_mayor NCMS000 I
a_el_temple al_temple RG I
a_el_tendido al_tendido RG I
a_el_tenor_de al_tenor_de SPS00 I
a_el_tiempo_que al_tiempo_que CS I
alrededor_de alrededor_de SPS00 I
alto_comisionado_de_las_naciones_unidas_para_los_refugiados alto_comisionado_de_las_naciones_unidas_para_los_refugiados NCMN000 I
alto_el_fuego alto_el_fuego NCMS000 I
a_el_tresbolillo al_tresbolillo RG I
a_lumbre_de_pajas a_lumbre_de_pajas RG I
a_lumbre_mansa a_lumbre_mansa RG I
a_el_volateo al_volateo RG I
a_machamartillo a_machamartillo RG I
a_machote a_machote RG I
a_malas_penas a_malas_penas RG I
a_mal_dar a_mal_dar RG I
a_manadas a_manadas RG I
a_manera_de a_manera_de SPS00 I
a_mano_airada a_mano_airada RG I
a_mano_armada a_mano_armada RG I
a_manos_llenas a_manos_llenas RG I
a_mansalva a_mansalva RG I
a_mares a_mares RG I
a_más_andar a_más_andar RG I
a_más_correr a_más_correr RG I
a_más_ganar a_más_ganar RG I
a_más_mejor a_más_mejor RG I
a_más_no_poder a_más_no_poder RG I
a_más_tardar a_más_tardar RG I
a_más_ver a_más_ver RG I
a_más_y_mejor a_más_y_mejor RG I
a_mata_caballo a_mata_caballo RG I
a_matacaballo a_matacaballo RG I
a_mayor_abundamiento a_mayor_abundamiento RG I
a_mazo_y_escoplo a_mazo_y_escoplo RG I
<ambiente>_de_trabajo ambiente_de_trabajo $1:NC I
<ambiente>_<familiar> ambiente_familiar $1:NC I
<ambiente>_<social> ambiente_social $1:NC I
<ámbito>_de_aplicación ámbito_de_aplicación $1:NC I
<ámbito>_territorial ámbito_territorial $1:NC I
a_mediados_de a_mediados_de SPS00 I
a_media_ladera a_media_ladera RG I
a_media_madera a_media_madera RG I
a_media_margen a_media_margen RG I
a_media_rienda a_media_rienda RG I
a_media_rodilla a_media_rodilla RG I
a_medias_palabras a_medias_palabras RG I
a_media_voz a_media_voz RG I
a_medida_que a_medida_que CS I
a_mediodía a_mediodía RG I
a_medio_hacer a_medio_hacer RG I
a_medio_plazo a_medio_plazo RG I
a_medios_pelos a_medios_pelos RG I
a_menos_que a_menos_que CS I
a_mesa_puesta a_mesa_puesta RG I
a_millaradas a_millaradas RG I
a_mis_anchas a_mis_anchas RG I
a_mitad_de a_mitad_de SPS00 I
a_modo_de a_modo_de SPS00 I
a_montón a_montón RG I
a_mucha_honra a_mucha_honra RG I
a_muerte a_muerte AQ0CN0 I
a_muerte a_muerte RG I
a_muerte_o_vida a_muerte_o_vida RG I
a_mujeriega a_mujeriega RG I
a_nado a_nado RG I
análisis_<clínico> análisis_clínico $1:NC I
análisis_<comparativo> análisis_comparativo $1:NC I
análisis_<cualitativo> análisis_cualitativo $1:NC I
análisis_<cuantitativo> análisis_cuantitativo $1:NC I
análisis_de_datos análisis_de_datos NCMN000 I
análisis_de_el_discurso análisis_del_discurso NCMN000 I
análisis_de_sangre análisis_de_sangre NCMN000 I
análisis_<económico> análisis_económico $1:NC I
análisis_<estadístico> análisis_estadístico $1:NC I
análisis_<funcional> análisis_funcional $1:NC I
análisis_<histórico> análisis_histórico $1:NC I
análisis_<químico> análisis_químico $1:NC I
anatomía_humana anatomía_humana NCMS000 I
anatomía_patológica anatomía_patológica NCMS000 I
ancho_de_banda ancho_de_banda NCMS000 I
ángela_maría ángela_maría I I
<animal>_<salvaje> animal_salvaje $1:NC I
a_nombre_de a_nombre_de SPS00 I
a_no_ser_que a_no_ser_que CS I
<antecedente>_<personal> antecedentes_personales $1:NC I
anteriormente_a anteriormente_a SPS00 I
antes_bien antes_bien RG I
antes_de antes_de SPS00 I
antes_pues antes_pues RG I
antes_que_nada antes_que_nada RG I
antiguo_régimen antiguo_régimen NCMS000 I
antropología_cultural antropología_cultural NCMS000 I
antropología_filosófica antropología_filosófica NCMS000 I
anuario_estadístico anuario_estadístico NCMS000 I
<año>_de_servicio año_de_servicio $1:NC I
<año>_<fiscal> año_fiscal $1:NC I
<año>_<natural> año_natural $1:NC I
<año>_<sabático> año_sabático $1:NC I
a_ojo_de_buen_cubero a_ojo_de_buen_cubero RG I
a_ojos_vistas a_ojos_vistas RG I
a_pan_y_cuchillo a_pan_y_cuchillo RG I
<apartado>_de_correos apartado_de_correos $1:NC I
aparte_de aparte_de SPS00 I
a_partir_de a_partir_de SPS00 I
a_pasatoro a_pasatoro RG I
a_paseo a_paseo RG I
a_paso_de_tortuga a_paso_de_tortuga RG I
a_paso_largo a_paso_largo RG I
a_pasto a_pasto RG I
a_peón a_peón RG I
a_pesar_de a_pesar_de SPS00 I
a_pesar_de_todo a_pesar_de_todo RG I
a_peso_de_oro a_peso_de_oro RG I
a_petición_de a_petición_de SPS00 I
a_pica_suelta a_pica_suelta RG I
a_pico a_pico RG I
a_pico_de_jarro a_pico_de_jarro RG I
a_pie_firme a_pie_firme RG I
a_pie_llano a_pie_llano RG I
a_pierna_suelta a_pierna_suelta RG I
a_pipiricojo a_pipiricojo RG I
a_pique_de_maceta a_pique_de_maceta RG I
a_plazo_fijo a_plazo_fijo RG I
a_plazos a_plazos RG I
<aplicación>_informática aplicación_informática $1:NC I
a_plomo a_plomo RG I
a_poco_que a_poco_que CS I
a_poco_rato a_poco_rato RG I
a_pocos_pasos a_pocos_pasos RG I
a_porfía a_porfía RG I
a_porrillo a_porrillo RG I
a_pospelo a_pospelo RG I
a_posteriori a_posteriori RG I
a_pote a_pote RG I
<apoyo>_<docente> apoyo_docente $1:NC I
<apoyo>_<escolar> apoyo_escolar $1:NC I
<apoyo>_<financiero> apoyo_financiero $1:NC I
<apoyo>_<logístico> apoyo_logístico $1:NC I
<apoyo>_<psicológico> apoyo_psicológico $1:NC I
<apoyo>_<social> apoyo_social $1:NC I
<apoyo>_<técnico> apoyo_técnico $1:NC I
a_precio_de_coste a_precio_de_coste RG I
aprendizaje_significativo aprendizaje_significativo NCMS000 I
a_primera_sangre a_primera_sangre AQ0CN0 I
a_principios_de a_principios_de SPS00 I
a_priori a_priori RG I
a_prisa a_prisa RG I
a_propósito_de a_propósito_de SPS00 I
a_prorrata a_prorrata RG I
a_prueba_de a_prueba_de SPS00 I
a_puchos a_puchos RG I
a_puerta_cerrada a_puerta_cerrada RG I
a_puestas a_puestas RG I
a_punta_de_lanza a_punta_de_lanza RG I
a_punta_de_pistola a_punta_de_pistola RG I
a_punta_pala a_punta_pala RG I
a_puntapiés a_puntapiés RG I
a_punto_de a_punto_de SPS00 I
a_punto_de_caramelo a_punto_de_caramelo RG I
a_punto_de_solfa a_punto_de_solfa RG I
a_punto_fijo a_punto_fijo RG I
a_punto_largo a_punto_largo RG I
a_puñados a_puñados RG I
a_puño_cerrado a_puño_cerrado RG I
a_pupilo a_pupilo RG I
a_quema_ropa a_quema_ropa RG I
a_quemarropa a_quemarropa RG I
a_rachas a_rachas RG I
a_raíz_de a_raíz_de SPS00 I
a_raja_tabla a_raja_tabla RG I
a_rajatabla a_rajatabla RG I
a_ras_de a_ras_de SPS00 I
a_ras_de_el_suelo a_ras_del_suelo RG I
a_ras_de_tierra a_ras_de_tierra RG I
a_rastras a_rastras RG I
a_ratos_perdidos a_ratos_perdidos RG I
a_raudales a_raudales RG I
a_razón_de a_razón_de SPS00 I
<árbol>_<frutal> árbol_frutal $1:NC I
<árbol>_<genealógico> árbol_genealógico $1:NC I
<archivo>_<general> archivo_general $1:NC I
a_reculones a_reculones RG I
a_regaña_dientes a_regaña_dientes RG I
a_regañadientes a_regañadientes RG I
a_rehala a_rehala RG I
a_rembolso a_rembolso RG I
a_remiendos a_remiendos RG I
a_remo a_remo RG I
a_remojo a_remojo RG I
a_renglón_seguido a_renglón_seguido RG I
a_reo a_reo RG I
a_repecho a_repecho RG I
a_repelo a_repelo RG I
a_repelones a_repelones RG I
a_reserva_de a_reserva_de SPS00 I
a_resto_abierto a_resto_abierto RG I
a_retaguardia_de a_retaguardia_de SPS00 I
a_revienta_cinchas a_revienta_cinchas RG I
a_rienda_suelta a_rienda_suelta RG I
a_riesgo_de a_riesgo_de SPS00 I
a_riesgo_y_ventura a_riesgo_y_ventura RG I
a_río_revuelto a_río_revuelto RG I
<arma>_<biológica> arma_biológica $1:NC I
<arma>_<nuclear> arma_nuclear $1:NC I
<arma>_<química> arma_química $1:NC I
a_rodeabrazo a_rodeabrazo RG I
a_rompejunta a_rompejunta RG I
a_rostro_firme a_rostro_firme RG I
<arquitecto>_<técnico> arquitecto_técnico $1:NC I
arquitectura_popular arquitectura_popular NCFS000 I
<arreglo>_<floral> arreglo_floral $1:NC I
arriba_de arriba_de SPS00 I
arroz_blanco arroz_blanco NCMS000 I
arte_contemporáneo arte_contemporáneo NCCS000 I
arte_dramático arte_dramático NCCS000 I
arte_medieval arte_medieval NCCS000 I
arte_moderno arte_moderno NCCS000 I
<arte>_<popular> arte_popular $1:NC I
artes_aplicadas artes_aplicadas NCCP000 I
artes_audiovisuales artes_audiovisuales NCCP000 I
art_nouveau art_nouveau NCMS000 I
a_ruche a_ruche RG I
a_sabiendas a_sabiendas RG I
a_salto_de_mata a_salto_de_mata RG I
a_saltos a_saltos RG I
asamblea_general asamblea_general NCFS000 I
asamblea_general_extraordinaria asamblea_general_extraordinaria NCFS000 I
asamblea_general_ordinaria asamblea_general_ordinaria NCFS000 I
asamblea_nacional_constituyente asamblea_nacional_constituyente NCFS000 I
asamblea_plenaria asamblea_plenaria NCFS000 I
asamblea_popular asamblea_popular NCFS000 I
a_sangre_caliente a_sangre_caliente RG I
a_sangre_fría a_sangre_fría RG I
a_sangre_y_fuego a_sangre_y_fuego RG I
a_santo_de_qué a_santo_de_qué RG I
a_sardinel a_sardinel RG I
a_seguir_bien a_seguir_bien RG I
a_semejanza_de a_semejanza_de SPS00 I
<asesor>_<fiscal> asesor_fiscal $1:NC I
<asesoría>_<jurídica> asesoría_jurídica $1:NC I
<asesoría>_<legal> asesoría_legal $1:NC I
<asesor>_<jurídico> asesor_jurídico $1:NC I
<asesor>_<legal> asesor_legal $1:NC I
<asesor>_<técnico> asesor_técnico $1:NC I
así_como así_como CC I
así_como_también así_como_también RG I
así_como_tampoco así_como_tampoco RG I
asilo_político asilo_político NCMS000 I
así_pues así_pues RG I
<asistencia>_<legal> asistencia_legal $1:NC I
asistencia_sanitaria asistencia_sanitaria NCFS000 I
asistencia_técnica asistencia_técnica NCFS000 I
así_y_todo así_y_todo RG I
asma_bronquial asma_bronquial NCFS000 I
a_sobre_haz a_sobre_haz RG I
a_sobremano a_sobremano RG I
a_sobre_peine a_sobre_peine RG I
a_so_capa a_so_capa RG I
a_socapa a_socapa RG I
<asociación>_<civil> asociación_civil $1:NC I
<asociación>_de_empresarios asociación_de_empresarios $1:NC I
<asociación>_de_vecinos asociación_de_vecinos $1:NC I
<asociación>_<empresarial> asociación_empresarial $1:NC I
<asociación>_<profesional> asociación_profesional $1:NC I
a_soga a_soga RG I
a_solapo a_solapo RG I
a_solas a_solas RG I
a_solaz a_solaz RG I
a_sotamano a_sotamano RG I
a_sotavento a_sotavento RG I
a_su_imagen_y_semejanza a_su_imagen_y_semejanza RG I
a_suplicación_de a_suplicación_de SPS00 I
a_súplica_de a_súplica_de SPS00 I
a_sus_anchas a_sus_anchas RG I
a_tal_punto_que a_tal_punto_que CS I
a_teja_vana a_teja_vana RG I
atención_a_el_cliente atención_al_cliente NCFS000 I
atención_directa atención_directa NCFS000 I
atención_domiciliaria atención_domiciliaria NCFS000 I
atención_médica atención_médica NCFS000 I
atención_personal atención_personal NCFS000 I
atención_sanitaria atención_sanitaria NCFS000 I
atención_temprana atención_temprana NCFS000 I
a_tenor_de a_tenor_de SPS00 I
a_tientas a_tientas RG I
a_tiento a_tiento RG I
a_tirada a_tirada RG I
a_tiro_de_ballesta a_tiro_de_ballesta RG I
a_tiro_de_pistola a_tiro_de_pistola RG I
a_tiro_limpio a_tiro_limpio RG I
a_título_de a_título_de SPS00 I
a_tizón a_tizón RG I
a_toca_ropa a_toca_ropa RG I
a_toca_teja a_toca_teja RG I
a_tocateja a_tocateja RG I
a_toda_brida a_toda_brida RG I
a_toda_costa a_toda_costa RG I
a_toda_furia a_toda_furia RG I
a_toda_hostia a_toda_hostia RG I
a_toda_leche a_toda_leche RG I
a_toda_ley a_toda_ley RG I
a_toda_máquina a_toda_máquina RG I
a_toda_marcha a_toda_marcha RG I
a_toda_mecha a_toda_mecha RG I
a_toda_pastilla a_toda_pastilla RG I
a_toda_plana a_toda_plana RG I
a_toda_prisa a_toda_prisa RG I
a_toda_rienda a_toda_rienda RG I
a_todas_estas a_todas_estas RG I
a_todas_horas a_todas_horas RG I
a_todo_andar a_todo_andar RG I
a_todo_correr a_todo_correr RG I
a_todo_evento a_todo_evento RG I
a_todo_gas a_todo_gas RG I
a_todo_lo_largo a_todo_lo_largo RG I
a_todo_lo_largo_de a_todo_lo_largo_de SPS00 I
